Gene_acc,Gene_id,146P1,146P2,146P3,146M1,146M2,146M3,Desc
1120,Tb927.10.4930:mRNA-p1,259497.6875,174680.0625,110559.6719,179018.2656,168714.3125,190315.2656,"protein phosphatase 2C, putative"
1121,Tb927.10.4940:mRNA-p1,1157532.125,1330580.875,1666238.5,1917394.625,2555958.5,2101102.25,Nuclear Dbf2-related kinase
1122,Tb927.10.4950:mRNA-p1,449805.0625,331419.9063,416513.6563,385959.3125,449835.0938,304603.1875,U2 small nuclear ribonucleoprotein 16.5K
1123,Tb927.10.4980:mRNA-p1,1332036,1511545.25,1436906.625,1617343.5,950343.8125,1326970.125,"ubiquitin-like protein DSK2, putative"
1124,Tb927.10.4990:mRNA-p1,162814.1563,148328.1563,207213.3594,554665.75,718276.125,525912.75,cdc2-related kinase 3
1125,Tb927.10.5000:mRNA-p1,69264328,65099396,33557264,11224758,11751928,14438382,"hypothetical protein, conserved"
1126,Tb927.10.5010:mRNA-p1,644266.625,585962.375,615496.875,764315.875,610435.4375,765383.6875,"Elongation factor G1, mitochondrial, putative"
1127,Tb927.10.5020:mRNA-p1,538006.625,502915.5625,537627.375,520385.5625,619333.875,623175.5625,Eukaryotic translation initiation factor 4E type 5
1128,Tb927.10.5030:mRNA-p1;Tb927.7.3680:mRNA-p1,1505941,1689681.5,1957298.5,4495734.5,5949419,3928062,"ubiquitin/ribosomal protein S27a, putative"
1129,Tb927.10.5050:mRNA-p1,613015.375,698478.9375,716343.875,521781.3125,638107.5,540506.5,mitochondrial ATP synthase epsilon chain
1130,Tb927.10.510:mRNA-p1,2429129.25,2237318.5,1316972.25,1742623.5,1108609.375,1662552.25,Present in the outer mitochondrial membrane proteome 19
1132,Tb927.10.5120:mRNA-p1,887345.375,782197.75,769112.375,680793.4375,612947.5,667074.1875,KREPA6
1133,Tb927.10.5130:mRNA-p1,339776.5,574066.8125,329353.75,226354.0156,251124.2656,259757.4688,"Protein C21orf2 homolog, putative"
1134,Tb927.10.5140:mRNA-p1,41797100,9503208,4574288.5,5323044,5961773,2497069.5,Mitogen-activated protein kinase 6
1135,Tb927.10.5170:mRNA-p1,126426.7734,74153.66406,78886.85156,91849.80469,90412,92619.19531,"XPC-binding domain containing protein, putative"
1136,Tb927.10.520:mRNA-p1,1343915.625,1358898.125,1020056.25,955099.5,614156.8125,1006203.125,"Mitochondrial ATP synthase subunit, putative"
1137,Tb927.10.5230:mRNA-p1,1596688.75,1808554.5,1882558.5,1416224.75,1637449.5,1810021.125,"ADP-ribosylation factor-like protein 13, putative"
1138,Tb927.10.5260:mRNA-p1,210528.375,193910.1563,203606.9375,272959.4375,216170.4844,248228.2188,"C2 domain containing protein, putative"
1139,Tb927.10.530:mRNA-p1,1216167.5,1252697.25,922008.125,431891.5313,317148.3438,497135.0625,"Plasma-membrane choline transporter, putative"
1140,Tb927.10.5350:mRNA-p1,1171040,1158229.375,1150403.625,1708275.875,1706091.625,1593342,"dynein heavy chain, putative"
1141,Tb927.10.5360:mRNA-p1;Tb927.10.5370:mRNA-p1,4383870.5,4111261.25,4384524,9882423,8593292,10387664,"40S ribosomal protein S10, putative"
1142,Tb927.10.5380:mRNA-p1,8510875,2198261.25,6010540.5,1574954.25,2338723.25,1881770.375,intraflagellar transport protein 122
1143,Tb927.10.5390:mRNA-p1,60035.78516,61537.23828,48671.28125,43961.34375,70007.125,42160.95313,"hypothetical protein, conserved"
1144,Tb927.10.5400:mRNA-p1,1299375.25,1323623,1357174.375,1204714.75,1622639.5,1320700.5,"hypothetical protein, conserved"
1145,Tb927.10.5430:mRNA-p1,402253.8125,413383.75,452760.5938,535607.1875,696868.5625,572210.875,"Flagellar C1a complex subunit C1a-32, putative"
1146,Tb927.10.5440:mRNA-p1,76495.32813,80493.77344,62777.82813,64181.02734,49641.29297,59228.75,RNA editing endoribonuclease
1147,Tb927.10.5450:mRNA-p1,1587070.75,1212225.875,1036829,949716.125,898568.0625,883787.375,ISWI complex protein
1148,Tb927.10.5460:mRNA-p1;Tb927.10.5480:mRNA-p1,6136900.5,7967356,6321132,10899251,8261824,10799015,"60S ribosomal protein L24, putative"
1151,Tb927.10.5510:mRNA-p1,91854.23438,101075.9531,114991.2344,165067.8125,187292.75,161769.9688,"endonuclease/exonuclease/phosphatase, putative"
1152,Tb927.10.5520:mRNA-p1,3937081.25,3882618.5,4328757,2481311,2502451,2386371.25,"AmmeMemoRadiSam system protein B, putative"
1153,Tb927.10.5540:mRNA-p1,334757.8125,322385.8438,335723.5,323409.375,348921.2813,318776.4688,"hypothetical protein, conserved"
1154,Tb927.10.5580:mRNA-p1,171151.5781,127313.8281,160198.125,259672.1875,309820.3125,243779.6719,"hypothetical protein, conserved"
1155,Tb927.10.5590:mRNA-p1,243003.0781,172564.75,247687.3125,156763.5,290973.4375,295870.1875,"protein phosphatase 2C, putative"
1157,Tb927.10.5600:mRNA-p1,123139.9844,106683.4063,118949.7656,142514.5,162821.1875,144358.3906,"hypothetical protein, conserved"
1158,Tb927.10.5610:mRNA-p1;Tb927.8.1110:mRNA-p1,5029482,5461478.5,5192503,9906905,12490565,9737083,"40S ribosomal protein S9, putative"
1159,Tb927.10.5630:mRNA-p1,729204.125,781911.625,780327.3125,1466753.375,1304581,1383768.25,"hypothetical protein, conserved"
1160,Tb927.10.5640:mRNA-p1,602490.8125,616655.0625,597948.125,467579.75,523255.3438,534672.375,"Gem-associated protein 2, putative"
1161,Tb927.10.5660:mRNA-p1,187562.6094,242732.9375,259971.3281,170914.9688,202437.3125,137818.1563,"heat shock protein, putative"
1162,Tb927.10.5670:mRNA-p1,1076649.25,1013611.75,935891.6875,1649368.875,1492375.375,1764545.25,"N-acetyltransferase subunit Nat1, putative"
1163,Tb927.10.5680:mRNA-p1,365432.9063,377875.5313,349528.8125,670602.625,685929.25,703066.0625,"procyclin-associated gene 1 (PAG1) protein, putative"
1164,Tb927.10.5690:mRNA-p1,829385.25,861899.625,901734.125,1256912.375,1124208.625,1358401.625,"procyclin-associated gene 2 (PAG2) protein, putative"
1165,Tb927.10.570:mRNA-p1,494461.5,527540.5,588194.3125,379807.5,512302.1875,610728.9375,"Sec8 exocyst complex component specific domain containing protein, putative"
1167,Tb927.10.5760:mRNA-p1,307172.8125,293377.25,331476.0313,251471.4219,287677.4688,337626.3125,"adenylate kinase, putative"
1168,Tb927.10.5770:mRNA-p1,3578798.25,4133938.25,5468531,5458118.5,7789949,7147362.5,Valosin-containing protein
1170,Tb927.10.5790:mRNA-p1,777099.875,691146.5625,829373.5,1072907.75,1219639.625,1091688,"hypothetical protein, conserved"
1171,Tb927.10.5810:mRNA-p1,18205428,11897147,13332328,8629685,11310283,10502543,"The ARF-like 2 binding protein BART, putative"
1173,Tb927.10.5830:mRNA-p1,70975.67969,117530.1563,123154.1406,104305.2734,128047.8672,107234.4375,"hypothetical protein, conserved"
1174,Tb927.10.5840:mRNA-p1,4884612.5,4077381.75,7929229.5,7204560.5,8604800,6031697.5,"translation elongation factor 1-beta, putative"
1175,Tb927.10.5850:mRNA-p1,122828.1484,70349.34375,391467.9375,292960.5625,835947.9375,155572.125,"N-terminal region of Chorein, a TM vesicle-mediated sorter, putative"
1176,Tb927.10.5860:mRNA-p1,451214.2188,583655.25,353851.2188,589758,283831.1563,941645.5625,"hypothetical protein, conserved"
1177,Tb927.10.5870:mRNA-p1,696421.5,708446,781617.5,558447.25,884450.125,710988.875,Flagellum attachment zone protein 25
1178,Tb927.10.5880:mRNA-p1,391800.5,539801.3125,602297.625,644883.0625,818894,604718,"Proteophosphoglycan, putative"
1179,Tb927.10.5910:mRNA-p1,85662.52344,91550.41406,78398.71875,105676.9297,108323.7109,113794.3594,Basal body protein
1180,Tb927.10.5920:mRNA-p1,304583.5938,282412.375,262045.0781,385013.5313,483782.3125,341473.0625,"hypothetical protein, conserved"
1181,Tb927.10.5940:mRNA-p1,2989479.5,2767862,3428278.5,2274455.5,2681901.75,2202682.75,"NEK family Serine/threonine-protein kinase, putative"
1182,Tb927.10.5980:mRNA-p1,188963.9688,199616.2344,221069.1406,339553,414173.5313,321376.3125,"leucine-rich repeat protein (LRRP), putative"
1183,Tb927.10.600:mRNA-p1,143260.3125,139920.1563,174378.4375,128149.1328,121345.9453,112627.8438,Mitochondrial ribosomal protein L29
1184,Tb927.10.6010:mRNA-p1,401911.5938,508252.375,381663.6563,299607.2188,299052.625,305461.2188,"Cohesin subunit SCC3, putative"
1186,Tb927.10.6050:mRNA-p1,30532882,31086918,32492766,18391436,20620902,18267646,clathrin heavy chain
1187,Tb927.10.6070:mRNA-p1,3048471.25,4598062,5677072.5,5056149.5,7946854.5,6112032.5,universal minicircle sequence binding protein 1
1188,Tb927.10.6150:mRNA-p1,158646.75,158558.8281,158723.2813,118768.5391,107032.0547,128455.6953,"neurobeachin/beige protein, putative"
1189,Tb927.10.6160:mRNA-p1,495323.375,446844.0938,462217.2813,323915.875,336464.5938,327304.875,"Sec34-like family, putative"
1190,Tb927.10.6170:mRNA-p1,116097.3047,32865.50781,50538.57031,39890.35547,20340.23828,56571.48047,"hypothetical protein, conserved"
1191,Tb927.10.6180:mRNA-p1,256110.375,275848.0625,278912.7813,201014.8594,197969.1563,210758.6094,FLA1-like protein
1192,Tb927.10.620:mRNA-p1,115088.7578,92995.8125,69191.27344,91299.07813,Filtered,67176.21094,"hypothetical protein, conserved"
1193,Tb927.10.6210:mRNA-p1,21793.77734,35828.78516,Filtered,45498.22266,Filtered,38184.375,"TPR repeat, putative"
1194,Tb927.10.6220:mRNA-p1,958293.3125,350439,762755,1581799.375,1789949.125,336398.0313,5'-3' exoribonuclease D
1195,Tb927.10.6230:mRNA-p1,201588.1406,224000.3125,192946.0313,369626.375,343273.1875,281810.3125,MORN repeat containing protein
1196,Tb927.10.6240:mRNA-p1,183309.625,188880.2344,204541.6094,233539.125,261143.1406,226265.3906,"ras-like small GTPase, putative"
1197,Tb927.10.6260:mRNA-p1,386804.4688,420154.5938,382093.0625,375030.9063,407107.25,497395.1563,"ATP-dependent DEAD/H RNA helicase, putative"
1198,Tb927.10.630:mRNA-p1,302658.0313,177872.5938,204056.9375,178747.5,240214.8438,174392.0781,"hypothetical protein, conserved"
1199,Tb927.10.6360:mRNA-p1,599348.375,595837.375,601387.625,893476,890114.75,451617.8125,FAZ-tip-localizing protein required for cytokinesis
1200,Tb927.10.6380:mRNA-p1,73354.20313,74302.92969,98259.30469,53724.23438,66677.80469,48405.8125,ring finger containing protein
1202,Tb927.10.6400:mRNA-p1;Tb927.10.6510:mRNA-p1,52281908,54016576,57578556,49756944,62144028,52297072,"chaperonin HSP60, mitochondrial precursor"
1203,Tb927.10.6410:mRNA-p1,61912.91797,81153.90625,73450.97656,100697.2344,158510.0469,113462.625,DNA mismatch repair protein MSH6
1204,Tb927.10.6440:mRNA-p1,1024944.75,1056681,1218436.875,1143984.5,1344681.375,1191743,phosphomannomutase
1205,Tb927.10.6480:mRNA-p1,148871.1875,131422.1563,141570.1719,109451.5156,114238.6484,119706.5469,"hypothetical protein, conserved"
1206,Tb927.10.6490:mRNA-p1,971904.6875,941865.9375,883042.375,1546608.875,1989367,1713899.25,"KIAA1430 homologue, putative"
1207,Tb927.10.650:mRNA-p1,391685.4063,417916.6875,391897.4688,692552.25,634855.1875,673874.5625,Component of motile flagella 17
1209,Tb927.10.6550:mRNA-p1,227459.2031,197814.5156,139780.7813,150584.9688,178754.4688,173792.6875,"Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region/Zinc-finger (CX5CX6HX5H) motif containing protein, putative"
1210,Tb927.10.6580:mRNA-p1,186336.8594,204652.5,606426.75,426069.5625,398367.625,142216,hypothetical protein
1211,Tb927.10.6590:mRNA-p1,157547.6719,124460.5156,65483.37109,84257.96094,70945.34375,78243.78906,"hypothetical protein, conserved"
1212,Tb927.10.6600:mRNA-p1,49131.03125,40390.87891,114145.2813,61468.45703,74016.34375,53177.83594,Kinetoplastid kinetochore protein 23
1213,Tb927.10.6610:mRNA-p1,2517620.25,2616452,2795501.75,1423077,1805172.25,1417637.75,"chaperone protein DnaJ, putative"
1214,Tb927.10.6630:mRNA-p1,922491.5,856317.8125,767112.1875,1479022,1400029.75,1670362.25,"ATP-dependent RNA helicase DBP2A, putative"
1215,Tb927.10.6640:mRNA-p1,2886865.5,3496976.5,3865546.5,2398923,3105350.25,2360407.5,transmembrane emp24 domain-containing protein
1216,Tb927.10.6650:mRNA-p1,374419.0625,356944.9688,473265.625,317180.5625,457395.3125,379483.7813,"G10 protein homologue, putative"
1217,Tb927.10.6670:mRNA-p1,648539.4375,645824.3125,483037.5938,646332.6875,376034.4688,567165.0625,"dynein light chain, putative"
1218,Tb927.10.6680:mRNA-p1,205919.2969,187333.8281,166099.3281,260331.9219,267844.3438,264755.0625,member of the NOL1/NOP2/sun family of proteins
1219,Tb927.10.6690:mRNA-p1,127077.7109,143302.3281,82391.92969,149119.2188,222881.7031,123265.8516,protein tyrosine phosphatase 1
1220,Tb927.10.6700:mRNA-p1,336911.5313,322896.8125,358163.5,266901.8438,309965.9063,236373.9844,Kinetochore interacting protein 3
1221,Tb927.10.6710:mRNA-p1,164438.9531,194693.6875,146664.6563,202496.5,131313.8281,Filtered,"hypothetical protein, conserved"
1223,Tb927.10.6740:mRNA-p1,96038.55469,90994.42969,86223.42188,Filtered,Filtered,Filtered,"Plasma-membrane choline transporter, putative"
1224,Tb927.10.6750:mRNA-p1,479079.0625,505152.1563,463949.6875,267466.8125,240616.6875,294765.9375,"Plasma-membrane choline transporter, putative"
1225,Tb927.10.6780:mRNA-p1,1599861.125,1581422.75,1784523.5,1230435.75,1586797.875,1249042.875,"vacuolar protein sorting-associated protein 45, putative"
1226,Tb927.10.6800:mRNA-p1,2350801,2140334.75,2098289,3004448.25,2142619.5,2866591.5,"developmentally regulated GTP-binding protein, putative"
1227,Tb927.10.6810:mRNA-p1,623991.6875,636973.5,701712.5,713879.125,836726.4375,764888.375,"guanylate kinase, putative"
1228,Tb927.10.6820:mRNA-p1,9988844,10218754,11833398,21972066,25989446,20527124,"hypothetical protein, conserved"
1229,Tb927.10.6840:mRNA-p1,1187952.375,1224108.5,1095334.125,830090.25,800428.625,910119.75,"hypothetical protein, conserved"
1230,Tb927.10.6870:mRNA-p1,1051347.125,1051858.125,992521.8125,882863.1875,932129.625,869966.6875,"short-chain dehydrogenase, putative"
1231,Tb927.10.6940:mRNA-p1;Tb927.10.6970:mRNA-p1,1929104.125,1892138.5,2140630,2078098.5,2728585.75,2101293.25,"serine peptidase, Clan SC, Family S9B"
1232,Tb927.10.6960:mRNA-p1,1443901.75,1504372.5,1271779.875,1999754.875,1622634.125,1819933.25,"hypothetical protein, conserved"
1233,Tb927.10.6980:mRNA-p1,158996.9844,143278.4063,118401.5625,163013.2031,143484.8594,166983.5,"caltractin, putative"
1234,Tb927.10.6990:mRNA-p1,148515.2656,135981.4688,75086.42969,96620.04688,35042.00781,100503.1719,"hypothetical protein, conserved"
1236,Tb927.10.7010:mRNA-p1,114405.3672,121830.0938,114665.7813,122710.3672,156556.4063,140192.125,"hypothetical protein, conserved"
1237,Tb927.10.7020.1-p1;Tb927.10.7020.2-p1,1642710.875,1571403.75,1556774.625,870936.75,895792.8125,888110.3125,"acid phosphatase, putative"
1238,Tb927.10.7030:mRNA-p1,481512.7813,386371.5313,Filtered,241369.0469,338404.9375,435511.6875,"hypothetical protein, conserved"
1239,Tb927.10.7050:mRNA-p1,197275.4219,247516.2656,159955.75,250149.9688,288049.5625,243487.4531,Chromatin assembly factor 1 subunit B
1240,Tb927.10.7060:mRNA-p1,2453931.25,3646988.75,3036471,1821191.875,2144045.5,1309839.5,Nucleoporin NUP96
1241,Tb927.10.7090:mRNA-p1,11478308,11076807,10241236,9132577,7600973.5,8881561,"Alternative oxidase, mitochondrial"
1242,Tb927.10.710:mRNA-p1,377173.9375,363906.8438,410173.2813,318218.1875,391831.4375,295727.7813,"hypothetical protein, conserved"
1243,Tb927.10.7110:mRNA-p1,786342.875,619899.875,583474.0625,1298057.25,1256637.125,1327206.75,Myo-inositol 1-phosphate synthase
1244,Tb927.10.7120:mRNA-p1,509098.1875,506236.5,480471,774589.9375,867489.8125,877664.3125,"hypothetical protein, conserved"
1245,Tb927.10.7130:mRNA-p1,457920.5,380061.875,364867.5,320128.3438,332540.5938,290758.875,"hypothetical protein, conserved"
1246,Tb927.10.7140:mRNA-p1,228758.6719,226312.625,283311.5313,299430.8125,313898.6563,284592,membrane-bound acid phosphatase 2
1247,Tb927.10.7190:mRNA-p1,346625,325003.6875,381893.8125,329875.75,618604.875,363743.5313,"D-tyrosyl-tRNA deacylase, putative"
1248,Tb927.10.720:mRNA-p1,682165.5625,667793.0625,650243,632783.3125,602112.5,612245.6875,Flagellum attachment zone protein 24
1249,Tb927.10.7200:mRNA-p1,517567.5,547113.9375,588289.375,644914.75,692415.125,592644.625,"TPR repeat, putative"
1250,Tb927.10.7210:mRNA-p1,306554.8125,287815.5313,281121.5625,250657.875,332051.125,295978.5938,Flagellum attachment zone protein 17
1251,Tb927.10.7230:mRNA-p1,1419629.875,972937.9375,1523523.875,1942567.625,1891759.125,1620131.875,Flagellar Member 1
1252,Tb927.10.7240:mRNA-p1,35467.20703,74221.79688,27078.13477,59143.81641,57002.18359,57703.48047,kinetoplastid kinetochore protein 14
1253,Tb927.10.7270:mRNA-p1,195458.5156,140045.1094,179968.3906,99317.09375,138551.875,124713.8438,"hypothetical protein, conserved"
1254,Tb927.10.7280:mRNA-p1,271565.5625,262618.5938,307339.2188,245902.6094,313888.5,225822.3125,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
1255,Tb927.10.730:mRNA-p1,5066333.5,5062584.5,5571980.5,4306363.5,3126975,4067659.5,"ATP synthase, putative"
1256,Tb927.10.7300:mRNA-p1,475885.9063,467759.4063,443629.1563,394582.0625,352099.6875,443374.7188,"hypothetical protein, conserved"
1257,Tb927.10.7310:mRNA-p1,280469.0625,315652.5,399254.2813,476828.2188,424558.0625,476183.4375,"terminal uridylyltransferase 3, putative"
1258,Tb927.10.7330:mRNA-p1;Tb927.10.7340:mRNA-p1,5287043,5565820.5,4062885.75,13561096,14406055,13547795,"40S ribosomal protein S24E, putative"
1259,Tb927.10.7350:mRNA-p1,461171.625,389797.1563,414960.1563,724712.4375,700071.5625,596030.75,"hypothetical protein, conserved"
1260,Tb927.10.7360:mRNA-p1,389893,389963.25,411048.6563,149397.5625,125701.2969,144029.1875,"ATP-binding cassette protein, putative"
1261,Tb927.10.7380:mRNA-p1,191145.4063,58576.19531,99195.49219,72073.14844,164845.7188,104027.2969,"LSU ribosomal protein, mitochondrial, putative"
1262,Tb927.10.7390:mRNA-p1,231575.4375,249042.3438,283502.9688,271514.7188,347683.875,275827.3125,"PHF5-like protein, putative"
1263,Tb927.10.740:mRNA-p1,520158.1875,531611,587161.5,515508.9688,665890.625,488206.9063,"structural maintenance of chromosome 4, putative"
1264,Tb927.10.7400:mRNA-p1,159029.0938,186980.9063,189927.8125,113143.3125,155424.4219,99255.625,predicted zinc finger protein
1265,Tb927.10.7410:mRNA-p1,2867406,2756496.5,2690120.25,2510197.25,2406002.5,2455478.5,"succinyl-CoA ligase [GDP-forming] beta-chain, putative"
1266,Tb927.10.7420:mRNA-p1,1142279,1105657.375,1401707.75,1167105,1522965,1667063.625,"bromodomain factor 2 protein, putative"
1267,Tb927.10.7430:mRNA-p1,111821.875,271254.8125,191449.3438,113811.6719,142546.4531,112626.4609,"GTP-binding protein, putative"
1268,Tb927.10.7440:mRNA-p1,879424,745551.25,846862.4375,549843.0625,634266.1875,613278.5,ATP-dependent RNA helicase MTR4
1269,Tb927.10.7450:mRNA-p1,509596.5313,534975.3125,585073.5,548517.8125,592286.0625,430908.9688,Ribosomal RNA processing protein 41A
1270,Tb927.10.7470:mRNA-p1,243362.2656,283789.375,365647.4063,300548.625,381665.375,268372.8438,"RNA-binding protein, putative"
1271,Tb927.10.7480:mRNA-p1,158632.3125,144237.7031,124858.8125,113432.1484,121614.6563,125661.8125,"hypothetical protein, conserved"
1272,Tb927.10.7490:mRNA-p1,353009.2188,197004.125,471366.2188,486639.75,572228.125,251173.1875,"cullin 2, putative"
1273,Tb927.10.750:mRNA-p1,405839.5,413701.25,427566.75,419527.9375,359843.4063,373852.75,"hypothetical protein, conserved"
1274,Tb927.10.7500:mRNA-p1,2097670.75,2320156.75,2629231,2621158,2558404.75,2708919.75,fibrillarin
1275,Tb927.10.7510:mRNA-p1,581387.9375,621960.3125,631020.9375,713823.1875,747779.75,682623.6875,"chromatin binding protein, putative"
1276,Tb927.10.7540:mRNA-p1,91938.375,47454.37109,69182.78125,81407.46094,85811.17969,67399.75781,"VRR-NUC domain containing protein, putative"
1277,Tb927.10.7550.1:mRNA-p1;Tb927.10.7550.2:mRNA-p1,886361.625,1061614.375,1011183,861757.75,1200293.875,947580.75,"hypothetical protein, conserved"
1278,Tb927.10.7570:mRNA-p1,4729371.5,7690792.5,7785075.5,4366229.5,5575939.5,4256508.5,"dihydrolipoamide acetyltransferase E2 subunit, putative"
1279,Tb927.10.7580:mRNA-p1,259330.5,238048.8906,297390.1875,262391.2813,282755.1875,271930.125,"Exportin-5, putative"
1281,Tb927.10.7600:mRNA-p1,155393.4063,112717.2734,160210.8906,161561.1875,129685.9453,195572,"Centrosomal protein POC5, putative"
1282,Tb927.10.7610:mRNA-p1,118622.4531,105676.2188,169994.125,103004.5156,107047.75,96671.07031,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
1283,Tb927.10.7620:mRNA-p1,397139.7188,358570.5625,453877.0625,418796.375,544477.5,416173.375,"mitochondrial ATP-dependent zinc metallopeptidase, putative"
1284,Tb927.10.7630:mRNA-p1,698435.6875,710290.375,715004.5625,547214.0625,661418.0625,562201.5,transportin2- like protein
1285,Tb927.10.7670:mRNA-p1,131273.6094,143706.7813,183066.8125,317292.7813,372644.875,277004.0938,"Protein of unknown function (DUF2962), putative"
1286,Tb927.10.7680:mRNA-p1,1024335.188,1022015.625,1058053.25,798128.625,820776.25,807218.5,"GTPase activating protein, putative"
1287,Tb927.10.7690:mRNA-p1,1275656.25,1339959.625,1226193.125,2002325.5,2088333.125,2193486,Component of motile flagella 4
1288,Tb927.10.770:mRNA-p1,224674.625,212576.9375,224927.9688,175619.1094,151283.9531,181503.6406,"RF-1 domain containing protein, putative"
1289,Tb927.10.7700:mRNA-p1,438129.1875,460823.3125,522800.0625,374138.6875,421536.625,370028.875,ATP-binding cassette protein subfamily G
1290,Tb927.10.7710:mRNA-p1,341011.9375,337836.5625,334754.5,892402.9375,866955.625,856459.25,"40S ribosomal protein S8, putative"
1291,Tb927.10.7730:mRNA-p1,345013.5938,350556.5938,329105.0313,390266.4063,436231.1875,455543.75,"Domain of unknown function (DUF4496), putative"
1292,Tb927.10.7740:mRNA-p1,1455757,1411187.375,1640490.5,1262200,1107844.875,1150864.25,protein transport protein SEC23
1293,Tb927.10.7750:mRNA-p1,1218181.875,1167672,1345867.25,1224578.875,1445951.5,1202846,"hypothetical protein, conserved"
1295,Tb927.10.7770:mRNA-p1,97086.26563,1366093.375,664100,764085.125,1313180.625,115645.8594,hypothetical protein
1296,Tb927.10.7780:mRNA-p1,174591.8594,156893.3125,155813.3438,180792.4375,171617.4219,165018.0625,Mitogen-activated protein kinase KFR1
1297,Tb927.10.7790:mRNA-p1,421119.9688,430501.3438,457955.0313,621906.1875,773726.3125,676092.625,"ubiquitin fusion degradation protein, putative"
1298,Tb927.10.7800:mRNA-p1,771882.9375,589904.125,403407.6875,367173.625,403784.2188,259639.0313,"cop9 signalosome complex subunit, putative"
1299,Tb927.10.7810:mRNA-p1,309609.1563,333485.625,355827.75,472542.75,611235.125,446073,"Pre-rRNA-processing protein ESF1, putative"
1300,Tb927.10.7820:mRNA-p1,200504.1719,127514.0859,99385.23438,45661.69531,9955.691406,47158.60547,"hypothetical protein, conserved"
1301,Tb927.10.7830:mRNA-p1,201112.5938,156051.75,183881.2031,149477.9531,533639.4375,132521.625,"hypothetical protein, conserved"
1302,Tb927.10.7840:mRNA-p1,64428.83594,86524.88281,83274.99219,130689.4531,150537.9219,285956,"hypothetical protein, conserved"
1304,Tb927.10.7860:mRNA-p1,301497.0313,515685.2813,597904.625,801992.3125,809554.625,625272.9375,"hypothetical protein, conserved"
1305,Tb927.10.7880:mRNA-p1,458577.125,453716.4688,496189.25,801539,831888.875,770266.6875,"Sperm tail/Sperm tail C-terminal domain containing protein, putative"
1307,Tb927.10.790:mRNA-p1,1245170,1250145.625,1547939.75,780542.5625,848552.5625,804818.0625,"vesicle-associated membrane protein, putative"
1308,Tb927.10.7900:mRNA-p1,528199,558836.75,267472.6875,496910.5313,583884.625,270193.5625,"hypothetical protein, conserved"
1309,Tb927.10.7910:mRNA-p1,366407.875,305203.75,423581.625,424293.2188,795079.75,268457.125,"RNA editing complex protein, putative"
1310,Tb927.10.7920:mRNA-p1,836511,808568.8125,578859.8125,712265.5,627688.9375,778979,"hypothetical protein, conserved"
1312,Tb927.10.7930:mRNA-p1,5650363.5,5117427,6793621.5,7014059,7320429,6748163,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
1313,Tb927.10.7940:mRNA-p1,293641.5,280518.1875,331280.2813,185032.1719,213811.9375,214879.625,"methyltransferase, putative"
1314,Tb927.10.7960:mRNA-p1,515304.5625,578120.875,397703.0313,416739.7188,544446.25,434652.7188,"hypothetical protein, conserved"
1315,Tb927.10.7970:mRNA-p1,501081.5625,389684.5,455018.5,219955.7656,314001.1875,329259.5,"Organic solute transporter Ostalpha, putative"
1316,Tb927.10.7990:mRNA-p1,949262,1109906,1088795.875,946239.6875,1222911.625,1031876.188,"replication factor C subunit 3, putative"
1317,Tb927.10.8000:mRNA-p1,457250.625,457538.9063,464429.7813,704434.1875,768546.5,698468.6875,"hypothetical protein, conserved"
1318,Tb927.10.8010:mRNA-p1,40813.99609,38525.65234,30089.23242,38944.15234,20849.90234,38317.85938,"hypothetical protein, conserved"
1319,Tb927.10.8020:mRNA-p1,7816165.5,7683539,6751143.5,3614609,3624661,3411609.5,prolyl endopeptidase
1320,Tb927.10.8030:mRNA-p1,2335668,2274548.75,1964838.375,1788162.5,1536212.625,1898164.875,Mitochondrial ATP synthase subunit 5
1321,Tb927.10.8040:mRNA-p1,2456398.5,2451740.25,2550536.5,1783964.125,1970612,1657870.25,"beta adaptin, putative"
1322,Tb927.10.8060:mRNA-p1,995196.75,975154.8125,1171053.25,1239417.5,1338329.625,1161015,"SET domain containing protein, putative"
1323,Tb927.10.8080:mRNA-p1,951290.6875,822358.75,864523.4375,617340.5,832337.6875,700367.4375,"Uncharacterized conserved protein (DUF2042), putative"
1324,Tb927.10.8090:mRNA-p1,168581.4219,158762.5781,193253.7188,107380.3359,138888.0313,108707.1172,"hypothetical protein, conserved"
1325,Tb927.10.810:mRNA-p1,198700.5156,226345.2969,266900,298859.8438,389498.2188,324355.625,"Pentatricopeptide repeat protein (PPR), putative"
1326,Tb927.10.8100:mRNA-p1,127976.1016,134976.6406,177179.2344,84170.59375,132908.8906,212696.7031,"hypothetical protein, conserved"
1327,Tb927.10.8110:mRNA-p1,919638.875,870279.6875,901924.9375,572402.1875,714132.8125,681598.25,"Protein of unknown function (DUF2453), putative"
1329,Tb927.10.8140:mRNA-p1,269685.3125,258717.4531,222105.5469,136392,142255.8125,169937.8906,"EVE domain containing protein, putative"
1330,Tb927.10.8160:mRNA-p1,318024.9375,303690.0938,320364.1875,259737.0938,294518.25,324091.2188,"hypothetical protein, conserved"
1331,Tb927.10.8170:mRNA-p1,1721150.625,1694093.25,1848537.25,1444547.25,1611845,1264409.125,Nucleoporin NUP144
